,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
2816,2010-04-28T08,46.04,42.8,8.51,0.88,0.0,1015.35,6.62,301.0,,clear-day,Clear,2010,04
2817,2010-04-28T09,49.44,43.86,8.66,0.81,0.23,1016.12,7.65,307.0,,clear-day,Clear,2010,04
2818,2010-04-28T10,54.27,42.47,10.0,0.64,0.03,1016.36,11.23,346.0,,clear-day,Clear,2010,04
2819,2010-04-28T11,58.27,40.25,10.0,0.51,0.01,1016.53,9.16,347.0,,clear-day,Clear,2010,04
2820,2010-04-28T12,61.91,40.96,10.0,0.46,0.25,1016.7,10.01,328.0,,partly-cloudy-day,Partly Cloudy,2010,04
2821,2010-04-28T13,63.19,40.78,10.0,0.44,0.26,1016.03,12.37,337.0,,partly-cloudy-day,Partly Cloudy,2010,04
2822,2010-04-28T14,65.6,41.45,10.0,0.41,0.27,1015.54,9.89,307.0,,partly-cloudy-day,Partly Cloudy,2010,04
2823,2010-04-28T15,65.89,40.76,10.0,0.4,0.34,1015.44,12.14,349.0,,partly-cloudy-day,Partly Cloudy,2010,04
2824,2010-04-28T16,67.19,40.66,10.0,0.38,0.35,1015.2,10.07,330.0,,partly-cloudy-day,Partly Cloudy,2010,04
2825,2010-04-28T17,66.62,41.02,10.0,0.39,0.44,1014.91,14.12,301.0,,partly-cloudy-day,Partly Cloudy,2010,04
2826,2010-04-28T18,64.53,40.0,10.0,0.41,0.68,1014.98,13.24,317.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2827,2010-04-28T19,63.45,40.65,10.0,0.43,0.67,1015.44,8.52,331.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2828,2010-04-28T20,69.8,46.57,10.0,0.43,0.22,1014.67,6.28,172.0,,clear-day,Clear,2010,04
2829,2010-04-28T21,58.96,41.75,10.0,0.53,0.23,1015.6,4.62,308.0,,clear-night,Clear,2010,04
2830,2010-04-28T22,56.89,42.62,10.0,0.59,0.0,1016.01,3.83,304.0,,clear-night,Clear,2010,04
2831,2010-04-28T23,54.83,42.65,10.0,0.63,0.21,1016.45,3.05,281.0,,clear-night,Clear,2010,04
2832,2010-04-29T00,53.56,42.43,9.87,0.66,0.22,1016.45,0.0,,,clear-night,Clear,2010,04
2833,2010-04-29T01,51.14,42.63,9.75,0.73,0.22,1016.25,2.41,310.0,,clear-night,Clear,2010,04
2834,2010-04-29T02,50.73,42.47,9.55,0.73,0.0,1016.73,3.0,310.0,,clear-night,Clear,2010,04
2835,2010-04-29T03,49.75,42.35,9.44,0.76,0.0,1016.46,0.0,,,clear-night,Clear,2010,04
2836,2010-04-29T04,48.74,41.82,9.39,0.77,0.22,1016.3,0.0,,,clear-night,Clear,2010,04
2837,2010-04-29T05,47.33,41.79,9.39,0.81,0.22,1016.87,1.55,20.0,,clear-night,Clear,2010,04
2838,2010-04-29T06,46.41,41.72,9.37,0.84,0.25,1017.54,,,,partly-cloudy-night,Partly Cloudy,2010,04
2839,2010-04-29T07,46.38,41.72,9.26,0.84,0.24,1017.97,1.45,350.0,,clear-day,Clear,2010,04
2840,2010-04-29T08,49.42,43.21,9.32,0.79,0.54,1018.78,1.48,20.0,,partly-cloudy-day,Partly Cloudy,2010,04
2841,2010-04-29T09,55.84,45.21,9.64,0.67,0.26,1019.45,5.0,80.0,,partly-cloudy-day,Partly Cloudy,2010,04
2842,2010-04-29T10,61.66,43.06,9.83,0.5,0.23,1019.52,3.14,170.0,,clear-day,Clear,2010,04
2843,2010-04-29T11,65.79,43.82,9.89,0.45,0.23,1019.39,2.99,131.0,,clear-day,Clear,2010,04
2844,2010-04-29T12,66.54,41.35,9.88,0.4,0.24,1018.96,6.36,160.0,,clear-day,Clear,2010,04
2845,2010-04-29T13,68.51,41.43,9.89,0.37,0.23,1018.28,4.89,158.0,,clear-day,Clear,2010,04
2846,2010-04-29T14,69.78,42.58,9.89,0.37,0.23,1017.05,3.56,136.0,,clear-day,Clear,2010,04
2847,2010-04-29T15,71.46,42.96,9.89,0.36,0.24,1016.48,6.54,199.0,,clear-day,Clear,2010,04
2848,2010-04-29T16,72.57,44.42,9.89,0.36,0.23,1016.22,5.53,186.0,,clear-day,Clear,2010,04
2849,2010-04-29T17,73.44,44.18,9.95,0.35,0.23,1015.33,6.44,184.0,,clear-day,Clear,2010,04
2850,2010-04-29T18,74.1,45.42,10.0,0.36,0.22,1014.74,8.55,220.0,,clear-day,Clear,2010,04
2851,2010-04-29T19,72.31,44.85,10.0,0.37,0.22,1014.55,7.74,170.0,,clear-day,Clear,2010,04
2852,2010-04-29T20,75.89,54.89,10.0,0.48,0.31,1012.74,8.56,169.0,,partly-cloudy-day,Partly Cloudy,2010,04
2853,2010-04-29T21,66.66,48.57,10.0,0.52,0.0,1014.88,4.82,152.0,,clear-night,Clear,2010,04
2854,2010-04-29T22,64.51,47.81,10.0,0.55,0.0,1015.26,6.36,149.0,,clear-night,Clear,2010,04
2855,2010-04-29T23,62.18,47.99,9.93,0.6,0.0,1015.69,6.66,158.0,,clear-night,Clear,2010,04
2856,2010-04-30T00,60.08,47.68,9.81,0.64,0.0,1015.87,4.66,168.0,,clear-night,Clear,2010,04
2857,2010-04-30T01,59.17,47.02,9.81,0.64,0.0,1015.72,5.5,150.0,,clear-night,Clear,2010,04
2858,2010-04-30T02,57.87,46.87,9.79,0.67,0.0,1015.32,4.77,150.0,,clear-night,Clear,2010,04
2859,2010-04-30T03,56.89,46.46,9.71,0.68,0.0,1014.81,4.7,139.0,,clear-night,Clear,2010,04
2860,2010-04-30T04,55.28,46.36,9.67,0.72,0.0,1014.51,6.83,149.0,,clear-night,Clear,2010,04
2861,2010-04-30T05,54.88,46.34,9.67,0.73,0.0,1014.36,6.79,150.0,,clear-night,Clear,2010,04
2862,2010-04-30T06,54.03,46.11,9.5,0.75,0.0,1014.43,5.58,149.0,,clear-night,Clear,2010,04
2863,2010-04-30T07,53.09,46.09,9.31,0.77,0.01,1014.66,2.98,116.0,,clear-day,Clear,2010,04
2864,2010-04-30T08,55.04,47.77,9.55,0.76,0.0,1015.15,6.14,80.0,,clear-day,Clear,2010,04
2865,2010-04-30T09,59.9,50.23,9.83,0.7,0.0,1015.79,5.17,107.0,,clear-day,Clear,2010,04
2866,2010-04-30T10,65.35,50.37,10.0,0.58,0.0,1015.71,6.46,130.0,,clear-day,Clear,2010,04
2867,2010-04-30T11,69.68,51.01,10.0,0.52,0.0,1015.61,6.12,136.0,rain,clear-day,Clear,2010,04
2868,2010-04-30T12,73.49,48.66,10.0,0.42,0.21,1015.69,7.06,155.0,,clear-day,Clear,2010,04
2869,2010-04-30T13,76.47,47.37,10.0,0.36,0.22,1015.24,8.59,178.0,,clear-day,Clear,2010,04
2870,2010-04-30T14,78.3,50.16,10.0,0.37,0.23,1014.35,9.95,169.0,,clear-day,Clear,2010,04
2871,2010-04-30T15,79.66,50.15,10.0,0.36,0.23,1013.81,9.26,168.0,,clear-day,Clear,2010,04
2872,2010-04-30T16,80.39,51.41,10.0,0.37,0.25,1013.21,11.96,159.0,,partly-cloudy-day,Partly Cloudy,2010,04
2873,2010-04-30T17,81.31,52.48,10.0,0.37,0.27,1012.53,9.13,156.0,,partly-cloudy-day,Partly Cloudy,2010,04
2874,2010-04-30T18,81.02,53.33,10.0,0.38,0.27,1012.13,13.65,167.0,,partly-cloudy-day,Partly Cloudy,2010,04
2875,2010-04-30T19,79.27,53.7,10.0,0.41,0.27,1012.62,13.14,168.0,,partly-cloudy-day,Partly Cloudy,2010,04
2876,2010-04-30T20,78.03,65.91,9.94,0.66,0.6,1011.47,8.37,177.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2877,2010-04-30T21,73.83,57.49,10.0,0.57,0.28,1012.92,8.27,168.0,,partly-cloudy-night,Partly Cloudy,2010,04
2878,2010-04-30T22,71.41,60.5,10.0,0.69,0.3,1013.28,10.6,186.0,,partly-cloudy-night,Partly Cloudy,2010,04
2879,2010-04-30T23,70.27,62.59,10.0,0.77,0.35,1013.39,11.16,178.0,,partly-cloudy-night,Partly Cloudy,2010,04
